# Pos,Name,Age,Rookie Year,Pot,FIQ,Dur,Stat1,Stat2,Stat3,Contract Money, Contract Years
#AMNOR
Baltimore Ruckus,BAL
QB,Zak Skinner,24,2018,64,60,82,80,74,72,0.6,4
QB,Hugh Davidson,21,2018,79,62,91,94,80,85,2.4,4
RB,Solomon Morales,27,2015,74,79,84,81,88,69,0.7,4
RB,Malcolm Hancock,24,2016,74,75,89,84,87,78,0.7,4
RB,Zack Villanueva,23,2018,76,63,86,87,88,75,1.8,4
RB,Warren Grimes,27,2013,84,77,94,52,91,83,5.2,3
WR,Jamal Jenkins,29,2011,68,72,86,83,82,63,0.8,1
WR,Philip Patel,26,2016,76,78,88,90,92,62,0.6,1
WR,Kenneth Hardin,28,2014,79,79,88,86,93,92,5.0,1
WR,Sebastion Merrill,23,2017,75,75,92,86,90,70,1.7,4
WR,Robert Foster,24,2018,66,65,92,90,82,55,0.6,3
OL,Carl Thomas,26,2015,84,94,88,86,86,82,3.0,3
OL,Brian Schwenke,27,2013,68,74,71,84,61,91,0.8,1
OL,Isaiah Wynn,22,2018,77,69,89,87,80,83,2.9,4
OL,Zac Livingston,31,2010,67,72,83,79,70,74,1.9,3
OL,Travis Swanson,27,2014,70,86,87,87,72,70,0.8,1
OL,Sam Young,31,2010,65,75,82,83,72,72,0.9,1
OL,Thomas Hennessy,24,2017,43,57,82,64,45,59,0.6,3
OL,Ben Jones,29,2012,80,87,90,88,78,81,4.4,4
K,Brett Kern,32,2008,79,68,75,90,86,72,3.0,5
K,Jack Beltran,23,2018,65,65,65,65,65,65,0.6,3
S,Roger Abbott,29,2013,78,70,86,55,90,70,2.6,2
S,Ronnie Harrison,21,2018,70,58,91,74,86,58,0.8,4
CB,Johnson Bademosi,28,2012,72,68,85,68,90,68,3.1,2
CB,Eric York,27,2014,79,81,87,57,89,81,8.5,4
CB,Quincy Wilson,22,2017,72,65,93,76,88,61,1.4,4
CB,Simon Turner,31,2008,78,77,89,57,89,77,1.4,1
CB,Taylor Drake,29,2011,88,87,90,89,96,57,8.5,5
CB,Chester Young,27,2014,86,85,95,63,92,85,2.0,4
DL,Dexter Barton,25,2018,67,54,78,80,78,54,0.5,1
DL,Ellis Orr,25,2018,67,54,78,80,78,54,0.5,1
DL,Maurice Hurst,23,2018,76,57,86,93,82,57,0.7,4
DL,Bernard Santos,25,2017,69,62,82,80,68,62,0.5,3
DL,Bilal Nichols,22,2018,68,55,80,87,75,55,0.7,4
DL,Karl Brady,29,2011,83,82,95,94,80,82,5.0,1
DL,Nathaniel Wood,24,2015,84,82,76,79,84,82,14.4,5
DL,Hamzah Pierce,22,2018,70,56,82,87,76,56,0.8,4
LB,Kentrell Brothers,25,2016,67,58,87,85,78,70,0.6,4
LB,Devante Downs,23,2018,65,58,90,82,70,66,0.6,4
LB,Timothy Estrada,23,2017,77,75,91,86,79,54,2.7,4
LB,Eli Harold,24,2015,69,69,83,77,68,59,0.8,4
LB,Dai Ferguson,27,2014,77,78,88,86,73,70,5.8,3
LB,Jesse Huber,29,2011,74,83,91,85,74,63,1.7,2
LB,Jimmy Elliott,26,2015,78,77,78,80,68,66,1.4,4
LB,Nick Sundberg,31,2010,54,65,75,69,65,66,1.1,4
END_PLAYERS
Tampa Bay Tampons,TB
QB,Megan Watson,28,2009,97,76,84,99,85,39,17.7,3
QB,Eva Ramos,25,2014,73,54,94,83,81,42,0.6,2
RB,Paige Nash,24,2015,64,38,90,71,85,78,0.5,2
RB,Renee Donovan,26,2013,61,51,92,83,83,54,1.7,1
RB,Faith Conner,27,2012,75,83,94,94,83,67,1.8,2
RB,Caitlin Best,27,2011,85,79,87,53,87,84,4.1,3
WR,Essie Branch,31,2007,70,85,90,73,74,60,4.3,3
WR,Mariam Hartman,23,2016,95,75,85,85,92,85,2.5,4
WR,Amy White,23,2016,95,75,85,85,92,85,2.5,4
WR,Leona Reeves,33,2006,79,81,89,74,91,94,3,3
WR,Becca Whitaker,31,2007,95,80,90,76,88,90,2.1,2
WR,Brianna Sweeney,23,2014,63,46,88,82,86,63,0.5,3
OL,Naomi Riley,31,2008,65,81,93,87,71,77,0.9,1
OL,Nancy Faulkner,22,2015,64,45,93,82,71,82,0.5,2
OL,Genie Webster,26,2012,63,62,85,81,77,72,0.5,1
OL,Kristina Farrell,28,2011,60,73,90,80,76,82,2.8,2
OL,Lilly Vagdaughter,25,2014,87,72,85,86,84,72,0.9,4
OL,Rebekah Bowoman,31,2007,80,95,91,88,97,90,7.4,6
OL,May Cain,27,2010,68,73,93,90,77,78,2.9,2
OL,Kimberly Davila,24,2015,73,50,92,79,74,76,0.6,4
OL,Lori Copeland,30,2009,65,77,87,87,86,78,0.8,2
OL,Harley Wilcox,24,2014,64,50,90,89,78,74,0.6,2
K,Tia McGee,28,2011,60,73,87,86,90,66,0.8,1
K,Yasmine Matthams,29,2009,58,81,90,98,89,77,3.1,4
S,Abbie Cortez,23,2015,68,45,92,70,89,65,0.5,2
S,Christine Harvey,27,2012,61,72,89,68,88,85,0.7,1
CB,Elin Cobb,25,2012,60,74,92,83,90,75,7,5
CB,Julie Hilton,28,2012,75,82,97,104,91,63,15,5
CB,Troi Carpenter,23,2015,88,44,85,78,88,40,1.4,4
CB,Fern Hampton,27,2010,60,54,80,67,93,15,0.9,2
CB,Maggie Pearce,23,2015,78,55,87,78,89,55,0.6,4
CB,Amy O'Doherty,32,2004,92,74,80,86,87,50,4.3,4
DL,Cleo Nichols,26,2013,86,77,92,88,77,87,0.8,4
DL,Holly Aguilar,27,2010,89,85,93,85,58,81,10,1
DL,Aoife Cervantes,24,2015,78,49,83,77,80,64,0.6,4
DL,Joyce Robbins,28,2011,79,69,88,92,81,85,0.8,1
DL,Ellie Cunningham,20,2016,90,65,85,90,89,86,2.3,4
DL,Grace Vazquez,31,2008,56,78,90,74,84,67,1.3,1
DL,Violet Middelton,25,2012,66,55,90,81,81,66,0.7,2
DL,Nancy Day,31,2007,75,89,88,92,81,85,4.5,3
LB,Elsie Newton,23,2015,78,46,67,79,71,48,0.6,4
LB,Marnie Richard,24,2015,78,46,76,77,52,53,0.6,4
LB,Natasha Lawson,24,2014,62,53,94,83,62,67,0.5,2
LB,Brianna Colon,23,2015,64,56,76,77,62,51,0.5,1
LB,Ciara Brooks,25,2013,91,73,92,76,82,74,0.5,1
LB,Sally Boyd,35,2003,66,93,89,80,78,93,9,4
LB,Manda Bright,28,2011,80,74,86,87,78,74,2.3,2
LB,Nellie O'Connor,29,2008,58,81,87,82,60,79,2,2
END_PLAYERS
#NAWES
Arizona Carnivores,ARI
QB,Aron Cruz,22,2019,79,75,91,89,80,46,5.0,4
QB,Fred Hartley,25,2017,63,62,92,88,75,36,0.6,3
RB,Marshall Marquez,23,2016,87,98,94,81,90,85,6.2,4
RB,Kyran Shaffer,35,2005,83,81,84,42,86,86,1.4,1
RB,Ray Crawford,25,2017,63,66,84,78,81,69,0.6,1
RB,Chaz Hahn,28,2013,73,66,86,85,83,56,1.1,2
WR,Dominic Beasley,24,2017,65,63,92,81,82,59,0.6,3
WR,Damiere Byrd,25,2016,72,73,91,76,96,79,0.6,1
WR,Kian Case,24,2018,70,70,70,70,70,70,0.6,3
WR,Justin Watson,23,2018,69,58,92,81,91,62,0.7,4
WR,Garfield Williamson,31,2010,67,78,87,70,73,31,1.0,1
WR,Rusty Russell,24,2018,77,64,90,81,93,85,2.7,4
OL,Roosevelt Pace,23,2018,67,52,87,85,75,75,0.9,4
OL,Osian Fuller,33,2008,81,88,89,90,82,82,11.5,3
OL,George Fant,26,2016,68,65,87,85,74,73,0.5,3
OL,Jim Dale,22,2018,66,58,82,80,74,76,0.7,4
OL,Sal Allen,25,2017,65,65,65,65,65,65,0.4,1
OL,Yasin Chambers,28,2014,67,71,79,84,74,71,3.9,2
OL,Keith Carson,32,2009,74,86,80,87,72,76,2.0,1
OL,Niall Wheeler,28,2014,66,65,76,90,70,69,0.6,1
OL,Imran Dunlap,30,2011,69,69,74,79,74,79,0.9,1
OL,Erik Magnuson,24,2017,63,65,83,81,72,70,0.5,3
K,Harris Glover,40,2000,81,63,84,97,87,59,2.0,1
K,Lee Li,30,2011,81,69,85,92,88,67,2.5,5
S,Brandon Baldwin,25,2015,69,64,88,68,86,64,0.9,4
S,Phillip Terrell,26,2015,65,56,87,69,81,56,0.5,2
CB,Otis Wilkins,24,2015,67,63,87,71,89,39,0.4,1
CB,Shawn Sanchez,31,2010,83,85,91,60,88,85,5.0,4
CB,Frances Keller,25,2015,76,67,88,77,90,70,0.8,4
CB,Mohammed Wiley,22,2018,68,55,88,69,87,67,0.7,4
CB,Antonio Hamilton,25,2016,63,50,90,91,87,60,0.5,3
CB,Vince Watkins,23,2017,75,76,93,72,87,74,0.8,4
DL,Derek Barnett,22,2017,85,80,78,87,77,80,3.2,4
DL,Marco Harmon,24,2017,77,68,83,78,67,68,2.5,4
DL,Billy Lam,24,2017,70,56,79,89,74,56,0.6,1
DL,Austin Parrish,29,2013,83,78,90,84,78,78,17.1,1
DL,Mark Nielsen,28,2013,83,80,93,88,79,80,8.0,1
DL,Max Pratt,30,2010,90,92,84,97,89,92,12.6,4
DL,Lachlan Hammond,29,2012,91,95,91,94,89,95,10.3,4
DL,Robin Wells,25,2017,69,62,82,80,68,62,0.5,3
LB,Frank Craig,30,2011,73,75,86,83,72,60,2.8,2
LB,Nicholas Morrow,23,2017,71,74,90,79,69,58,0.6,3
LB,Reuben Arroyo,27,2015,72,74,81,75,70,76,0.6,4
LB,Euan Flynn,25,2017,65,57,86,79,73,70,0.6,1
LB,Myles Bullock,25,2016,79,81,88,83,85,62,1.5,4
LB,Jared Price,25,2016,71,65,84,72,79,60,0.5,3
LB,Abraham Gardener,24,2017,70,64,89,84,76,58,0.7,4
LB,Donald Payne,24,2017,66,54,90,81,64,67,0.6,3
END_PLAYERS
Los Angeles Ramrods,LAR
QB,Pim Willis,29,2011,70,77,88,88,76,53,2.0,2
QB,Ian Fisher,39,2002,78,85,90,87,83,32,10.0,1
RB,Zachariah Levy,28,2012,68,76,85,83,87,59,0.8,1
RB,Darren Mckinney,26,2014,76,84,82,83,88,75,1.5,1
RB,Kieron Nolan,25,2015,78,80,78,77,88,80,1.5,4
WR,Seth Anderson,22,2018,74,55,94,83,90,69,1.1,4
WR,Emmanuel Buckley,22,2017,80,81,94,88,89,74,1.0,4
WR,Renee House,26,2016,66,63,88,80,88,61,2.3,2
WR,Josh Malone,22,2017,70,68,86,83,92,64,0.7,4
WR,Caleb Kaufman,30,2012,70,72,90,83,88,71,0.8,1
WR,Jim Randall,25,2016,71,74,87,81,90,68,0.7,4
OL,Marvin Shepard,25,2018,60,60,60,60,60,60,0.5,1
OL,Bilal Murray,25,2017,65,71,85,86,71,71,0.6,1
OL,Bradley Bozeman,24,2018,64,60,82,80,74,72,0.6,4
OL,Marshal Yanda,34,2007,92,96,85,93,94,89,8.0,4
OL,Morgan Cox,32,2010,41,73,75,64,50,56,1.1,5
OL,Jak Howell,28,2013,70,76,83,85,71,71,0.8,1
OL,Chris Hunt,24,2018,63,59,84,79,73,71,0.6,4
OL,Clark Harris,34,2007,54,68,80,74,53,62,1.1,1
OL,Zachary Logan,30,2011,86,95,86,91,85,86,6.2,5
OL,Muhammad Sutherland,26,2014,73,77,83,97,73,75,2.5,2
K,Franklin Rivera,34,2006,83,68,87,96,88,59,4.3,4
K,Tobias Reynolds,23,2018,73,53,81,92,79,60,0.6,4
S,Angus Winters,30,2013,71,67,87,67,85,67,1.9,1
S,Marcus Maye,25,2017,78,76,92,77,90,76,1.6,4
CB,Ethan Taylor,28,2014,87,88,88,63,90,88,12.3,5
CB,Jenson Lindsay,25,2016,74,78,90,67,88,49,0.6,4
CB,William Hamilton,27,2013,94,96,91,66,89,96,13.5,5
CB,Steven McDonald,23,2018,65,65,65,65,65,65,0.6,3
CB,Nate Hairston,24,2017,72,67,87,74,88,63,0.7,4
CB,Jimmie Hogan,23,2018,65,65,65,65,65,65,0.4,3
DL,Dean Barry,26,2015,74,76,81,84,82,76,2.5,2
DL,DeMarcus Walker,24,2017,72,65,88,78,75,65,1.3,4
DL,Abdul Hooper,23,2016,90,93,84,87,76,93,6.5,4
DL,Omar Harvey,28,2014,80,80,73,84,84,80,4.5,3
DL,Antonio Odom,29,2011,83,82,95,94,80,82,5.0,1
DL,Oskar Gonzalez,22,2018,70,56,82,87,76,56,0.8,4
DL,Nate Nash,32,2009,72,70,62,77,67,84,1.0,1
LB,Musa Haney,27,2014,74,77,86,80,73,60,3.2,2
LB,Paco Fancis,30,2011,81,78,91,83,76,73,1.8,1
LB,Carmen Stephens,21,2018,82,63,89,85,78,71,3.0,4
LB,Matt Sharpe,23,2017,70,69,89,75,77,73,0.6,3
LB,Pal O'Brien,32,2009,85,85,85,85,85,85,1.8,2
LB,Tae Davis,22,2018,58,58,58,58,58,58,0.6,3
LB,Vincent Contreras,25,2016,72,67,86,85,77,59,0.7,4
END_PLAYERS
Seattle Sirens,SEA
QB,Frankie Melendez,24,2014,87,57,95,90,80,47,0.9,4
QB,Penelope Holmes,23,2014,83,52,88,94,72,69,0.6,2
RB,Bethany Irwin,25,2013,77,52,88,64,86,76,0.6,1
RB,Georgia Pearson,28,2009,62,53,90,78,89,66,0.8,1
RB,Kiera Santos,22,2015,83,60,76,53,90,87,0.8,4
RB,Esther Gonz,24,2013,86,77,84,56,87,87,5.2,3
WR,Stephanie Drake,35,2004,77,82,85,72,79,60,3.5,2
WR,Orla Odom,22,2015,88,53,89,77,97,82,2.2,4
WR,Emmie Clements,27,2011,99,87,95,104,87,84,15,4
WR,Emilie Bruce,24,2015,64,52,85,70,87,77,0.5,2
WR,Aya Ayala,29,2009,97,74,86,71,92,74,1.3,3
WR,Danielle Snow,27,2011,74,80,97,88,80,65,7.6,5
OL,Jemima McClain,26,2012,85,81,89,93,84,92,12,5
OL,Salma McNeil,28,2010,74,71,75,86,81,74,0.8,1
OL,Bella Kline,26,2013,102,64,79,88,78,81,3.6,4
OL,Karie Castaneda,30,2008,72,81,93,83,81,78,4.5,4
OL,Heather McCall,24,2015,65,57,91,82,78,74,0.5,3
OL,Kyla Bennett,23,2016,95,65,85,85,85,81,2.6,4
OL,Helena Rowland,29,2009,59,75,88,85,89,85,6.4,5
OL,Julia Bates,24,2015,63,55,95,84,80,70,0.5,3
OL,Aimee Schultz,24,2015,78,64,88,89,73,77,0.7,4
OL,Madeleine Mahoney,27,2011,79,66,95,91,83,75,3.4,3
K,25,2012,64,55,90,90,85,72,0.5,2
K,Demi Whitehead,24,2014,64,65,85,80,80,70,0.5,1
S,Gracie Skinner,31,2008,65,80,91,74,86,85,1.5,2
S,Rhea Moyer,26,2012,85,68,95,78,87,69,1.1,2
CB,Roxanne Dickerson,25,2013,86,77,92,87,93,74,1.3,4
CB,Fannie Andrade,23,2015,88,49,92,83,88,74,0.9,4
CB,Gabrielle Fry,37,2003,91,91,88,83,85,65,2.5,1
CB,Kelly Greer,26,2012,100,69,88,75,89,44,3,1
CB,Ana McGuire,20,2016,95,65,85,84,94,70,3.8,4
CB,Tiana Tate,25,2012,80,70,87,84,83,69,0.6,1
DL,Maddie Delgado,29,2009,62,77,82,83,79,85,3,3
DL,Mitzi Jenkins,25,2014,87,53,94,92,83,83,1.3,4
DL,Jessie Mora,26,2013,61,72,88,76,81,73,0.7,1
DL,Kassie Sharp,35,2003,65,93,88,85,78,74,1.5,1
DL,Ashley Vaughn,24,2013,76,66,87,77,82,76,0.6,4
DL,Evie Valdez,29,2008,81,88,96,87,75,85,11,5
DL,Tiffany Foster,26,2011,89,82,92,97,97,79,14.3,4
DL,Alice McBride,30,2009,84,87,87,101,94,87,7.1,2
LB,Eloise West,25,2012,85,86,94,97,86,90,10.8,4
LB,Rachel Osborne,29,2011,60,77,90,83,66,82,1.7,1
LB,Ellie-Mae Underwood,24,2013,86,74,87,90,66,75,1.8,4
LB,Vanessa Mullins,29,2010,85,71,91,91,73,80,8,4
LB,Sara Schaefer,25,2014,63,54,90,79,64,56,0.6,2
LB,Sandra Hernandez,28,2012,66,73,92,79,61,77,1.7,3
LB,Gemma Kidd,25,2012,100,96,97,108,88,108,12.4,5
LB,Isla Trevino,25,2013,61,67,88,78,70,66,0.7,1
END_PLAYERS
San Francisco 49Hers,SF
QB,Maddie Valley,31,2008,96,88,95,89,88,20,20.8,5
QB,Tilly Durham,29,2010,78,69,88,81,74,60,3,3
RB,Francis Stanton,33,2005,68,87,87,40,87,88,3.5,3
RB,Rebecca Bradshaw,25,2014,64,49,92,75,78,42,0.5,2
RB,Rachel Johnson,20,2016,105,85,90,87,93,85,6.2,4
RB,Evangeline Joyce,2011,60,80,95,90,77,40,0.8,1
WR,Nia Sheppard,23,2014,87,70,92,85,86,74,1,4
WR,Pippa Mann,27,2011,74,81,90,86,84,90,0.9,1
WR,Mary Austin,23,2013,66,67,92,81,87,74,0.6,4
WR,Nella O'Sullivan,34,2004,65,88,88,88,82,40,3.9,3
WR,Jessie Humphrey,25,2013,71,66,78,85,92,63,0.6,4
WR,Renee Howe,23,2014,82,68,73,81,92,92,0.7,4
OL,Maxine Orozco,27,2014,63,62,90,79,73,81,0.5,2
OL,Ellie-May Lin,21,2016,105,70,85,91,91,84,4,4
OL,Crystal Ward,25,2014,77,47,93,86,82,76,0.6,2
OL,Debora Spencer,26,2012,85,75,87,82,75,45,7.4,4
OL,Lucy Delacruz,28,2011,70,77,85,86,96,79,5.3,5
OL,Scarlett Bentley,27,2011,85,79,86,90,79,82,4.8,4
OL,Maria Rogers,26,2013,102,64,79,88,78,81,3.6,4
OL,Jasmine Proctor,31,2007,71,85,92,90,72,87,1.5,1
OL,Courtney Rasmussen,22,2014,88,49,78,84,83,72,1.2,4
OL,Alexa Peterson,30,2009,57,82,87,88,78,86,3.2,3
K,Elizabeth Andrews,33,2004,62,82,85,94,93,63,3.4,6
K,Robin Stephens,24,2014,68,56,95,90,80,70,0.6,2
S,Amber Reed,25,2014,82,52,83,76,91,79,0.7,4
S,Sally Thomas,24,2015,73,55,81,81,90,75,0.6,4
CB,Saffrom Patrick,27,2012,63,56,93,68,86,73,0.5,1
CB,Ruth Coleman,31,2007,70,93,93,87,89,69,2.5,3
CB,Eden Sparks,26,2012,75,69,97,79,88,80,0.8,1
CB,Jean Franklin,28,2011,74,79,87,92,88,75,10.5,6
CB,Leonie Nielsen,23,2015,79,39,90,69,90,69,0.5,1
CB,Tanisha Sherman,24,2014,102,68,95,82,91,45,3.2,4
DL,Ella Roach,27,2011,84,83,88,90,89,88,9.9,6
DL,Maggie Byrd,31,2006,85,81,93,72,58,75,3,4
DL,Janice Kramer,29,2010,98,84,93,108,97,92,19.1,6
DL,Jo Marquez,23,2014,63,58,92,78,76,76,0.6,2
DL,Martha Zimmerman,22,2015,105,56,85,87,85,90,4.7,4
DL,Nettie Hahn,34,2004,82,98,89,96,81,91,4.5,2
DL,Mya Small,27,2013,61,69,93,85,79,82,0.6,1
DL,Aysha Vazquez,24,2014,77,56,93,85,82,65,0.6,4
LB,Edith Lambert,27,2010,88,82,87,76,93,85,6.8,4
LB,Emma Davenport,34,2004,65,87,96,85,87,65,2,1
LB,Hafsah Kemp,25,2012,82,67,86,92,73,85,0.7,1
LB,Lauren Hammond,25,2014,92,67,87,76,73,63,2,4
LB,Naomi Hines,23,2015,78,57,85,79,64,69,0.6,4
LB,Lola Hensley,23,2014,87,67,90,72,89,65,1.1,4
LB,Tallulah Frank,27,2011,74,85,87,82,96,85,7.8,5
LB,Ayesha Webster,26,2014,87,62,87,82,81,72,1.3,4
END_PLAYERS
